raw_date,Day_of_Week,Browser,Device_Type,Country,Traffic_Source,Landing_Page,Visitors,New_Visitors,Returning_Visitors,Sessions,Page_Views,Bounce_Rate,Avg_Session_Duration_Sec,Conversions,Conversion_Rate,Revenue,Revenue_Per_Visitor,Date
10-11-2025,Monday   ,Chrome ,Desktop,USA    ,Organic Search,/about        ,4991,3917,1074,5410,11311,0.3,416.9,758,0.2,239302.7,47.9,2025-10-11
16-11-2025,Sunday   ,Firefox,Desktop,Germany,Organic Search,/contact      ,734,570,164,835,1297,0.6,412.5,107,0.1,13727.1,18.7,2025-11-16
04-10-2025,Saturday ,Chrome ,Mobile ,India  ,Organic Search,/landing-promo,1898,1352,546,1948,2845,0.3,79.5,182,0.1,13945,7.3,2025-04-10
01-01-2026,Thursday ,Chrome ,Desktop,USA    ,Paid Search   ,/about        ,2973,2403,570,3307,12592,0.4,572.3,526,0.2,186777.1,62.8,2026-01-01
15-01-2026,Thursday ,Safari ,Desktop,USA    ,Social Media  ,/pricing      ,2220,1836,384,2499,8672,0.5,376.6,166,0.1,37683.7,17,2026-01-15
12-01-2026,Monday   ,Chrome ,Desktop,India  ,Social Media  ,/products     ,393,335,58,433,1377,0.5,142.4,16,0,429.3,1.1,2026-12-01
12-03-2026,Thursday ,Safari ,Mobile ,India  ,Organic Search,/home         ,3469,2156,1313,3802,16505,0.7,226.3,367,0.1,35713.4,10.3,2026-12-03
07-10-2025,Tuesday  ,Chrome ,Mobile ,UAE    ,Direct        ,/pricing      ,1663,830,833,1798,4415,0.3,347.3,240,0.1,71896.8,43.2,2025-07-10
29-09-2025,Monday   ,Safari ,Tablet ,Japan  ,Organic Search,/contact      ,465,283,182,518,1627,0.4,367.2,63,0.1,15615.2,33.6,2025-09-29
15-12-2025,Monday   ,Chrome ,Mobile ,France ,Referral      ,/about        ,3109,2456,653,3328,6031,0.6,175.6,355,0.1,36837.2,11.8,2025-12-15
09-11-2025,Sunday   ,Safari ,Desktop,Canada ,Organic Search,/contact      ,767,551,216,800,2399,0.3,598.2,103,0.1,7464.8,9.7,2025-09-11
20-03-2026,Friday   ,Safari ,Mobile ,USA    ,Organic Search,/about        ,3088,2114,974,3147,9269,0.6,100.7,482,0.2,144347.3,46.7,2026-03-20
24-10-2025,Friday   ,Chrome ,Desktop,India  ,Paid Search   ,/blog         ,2313,1764,549,2430,7214,0.7,352,293,0.1,19857.4,8.6,2025-10-24
17-11-2025,Monday   ,Safari ,Mobile ,Unknown,Direct        ,/landing-promo,536,235,301,606,962,0.6,122.8,71,0.1,4075.2,7.6,2025-11-17
24-12-2025,Wednesday,Firefox,Desktop,USA    ,Organic Search,/landing-promo,2321,1441,880,2533,4897,0.4,407.6,367,0.2,93380.5,40.2,2025-12-24
13-02-2026,Friday   ,Edge   ,Tablet ,France ,Organic Search,/products     ,2068,1419,649,2269,8673,0.5,160.1,231,0.1,51644.8,25,2026-02-13
05-11-2025,Wednesday,Chrome ,Mobile ,India  ,Organic Search,/home         ,1700,1312,388,1850,6644,0.5,125.2,162,0.1,11314.1,6.7,2025-05-11
25-10-2025,Saturday ,Chrome ,Desktop,USA    ,Organic Search,/blog         ,1335,1013,322,1364,4886,0.3,496.5,201,0.2,36649.9,27.5,2025-10-25
13-12-2025,Saturday ,Chrome ,Mobile ,Japan  ,Paid Search   ,/blog         ,1913,1694,219,2163,6519,0.5,239,292,0.2,46898.7,24.5,2025-12-13
12-12-2025,Friday   ,Safari ,Mobile ,USA    ,Referral      ,/blog         ,3416,2572,844,3738,15716,0.7,100,500,0.1,51051.2,14.9,2025-12-12
20-10-2025,Monday   ,Chrome ,Desktop,India  ,Organic Search,/about        ,3437,2747,690,3767,9044,0.4,479.2,416,0.1,8277,2.4,2025-10-20
24-10-2025,Friday   ,Chrome ,Desktop,India  ,Direct        ,/products     ,3099,1821,1278,3139,4730,0.5,178.2,392,0.1,21920.4,7.1,2025-10-24
30-01-2026,Friday   ,Chrome ,Desktop,Germany,Organic Search,/pricing      ,3466,2697,769,3688,7893,0.3,509.5,515,0.1,37415.3,10.8,2026-01-30
23-01-2026,Friday   ,Chrome ,Mobile ,UAE    ,Email         ,/blog         ,2107,1230,877,2200,7145,0.7,365,379,0.2,35301.9,16.8,2026-01-23
27-11-2025,Thursday ,Chrome ,Desktop,Germany,Organic Search,/contact      ,1592,957,635,1624,6982,0.5,544.7,232,0.1,31408.8,19.7,2025-11-27
03-10-2025,Friday   ,Safari ,Desktop,USA    ,Paid Search   ,/landing-promo,5902,4888,1014,6222,26229,0.7,199.1,1040,0.2,238158.6,40.4,2025-03-10
22-12-2025,Monday   ,Edge   ,Mobile ,USA    ,Organic Search,/blog         ,2874,1797,1077,2987,8576,0.6,210.8,413,0.1,107375.6,37.4,2025-12-22
25-11-2025,Tuesday  ,Chrome ,Mobile ,France ,Paid Search   ,/home         ,2926,2236,690,3198,12189,0.8,282.4,428,0.1,56514.5,19.3,2025-11-25
11-01-2026,Sunday   ,Chrome ,Desktop,UAE    ,Social Media  ,/landing-promo,1302,1103,199,1383,2309,0.6,202,96,0.1,7611.8,5.8,2026-11-01
05-11-2025,Wednesday,Safari ,Desktop,USA    ,Organic Search,/contact      ,2220,1730,490,2414,8689,0.5,404.8,334,0.2,112400.2,50.6,2025-05-11
14-12-2025,Sunday   ,Chrome ,Mobile ,Japan  ,Organic Search,/pricing      ,1529,1193,336,1747,1839,0.4,151.1,192,0.1,10249.3,6.7,2025-12-14
02-10-2025,Thursday ,Safari ,Desktop,Germany,Organic Search,/pricing      ,5153,3282,1871,5417,20348,0.5,133.8,744,0.1,49102.5,9.5,2025-02-10
05-10-2025,Sunday   ,Chrome ,Desktop,UAE    ,Social Media  ,/products     ,371,305,66,410,1671,0.5,391.8,30,0.1,1596.5,4.3,2025-05-10
03-12-2025,Wednesday,Safari ,Mobile ,Japan  ,Organic Search,/blog         ,1844,1266,578,1901,8827,0.4,222.3,245,0.1,55922.7,30.3,2025-03-12
20-11-2025,Thursday ,Safari ,Desktop,USA    ,Paid Search   ,/contact      ,5521,4960,561,6138,14200,0.7,310.4,951,0.2,145443.3,26.3,2025-11-20
12-02-2026,Thursday ,Safari ,Mobile ,India  ,Direct        ,/home         ,5019,2529,2490,5662,18675,0.3,340,560,0.1,28225.3,5.6,2026-12-02
11-01-2026,Sunday   ,Chrome ,Desktop,UAE    ,Organic Search,/landing-promo,894,646,248,934,1105,0.5,527.2,126,0.1,11094,12.4,2026-11-01
16-03-2026,Monday   ,Safari ,Desktop,France ,Organic Search,/home         ,3311,2454,857,3615,7013,0.4,396.5,485,0.1,82473.7,24.9,2026-03-16
04-02-2026,Wednesday,Chrome ,Desktop,UAE    ,Organic Search,/blog         ,5427,3529,1898,6109,6610,0.4,225.2,854,0.2,140730.2,25.9,2026-04-02
29-11-2025,Saturday ,Firefox,Desktop,India  ,Direct        ,/landing-promo,609,307,302,630,2908,0.6,500.2,76,0.1,3325.8,5.5,2025-11-29
25-02-2026,Wednesday,Chrome ,Desktop,India  ,Referral      ,/blog         ,639,551,88,730,3061,0.5,400.1,68,0.1,5850,9.2,2026-02-25
09-10-2025,Thursday ,Chrome ,Desktop,UAE    ,Social Media  ,/pricing      ,1122,973,149,1154,2373,0.4,401.2,97,0.1,13489.2,12,2025-09-10
10-02-2026,Tuesday  ,Chrome ,Desktop,UK     ,Organic Search,/blog         ,3034,2343,691,3411,11375,0.3,315.3,425,0.1,32157.4,10.6,2026-10-02
17-12-2025,Wednesday,Chrome ,Mobile ,France ,Paid Search   ,/about        ,943,775,168,1006,2899,0.7,298.9,130,0.1,17816,18.9,2025-12-17
07-02-2026,Saturday ,Chrome ,Desktop,USA    ,Paid Search   ,/home         ,1346,1176,170,1505,3539,0.7,383,239,0.2,50225.3,37.3,2026-07-02
14-11-2025,Friday   ,Safari ,Desktop,Canada ,Social Media  ,/landing-promo,2440,1955,485,2738,6877,0.7,353.4,193,0.1,41986,17.2,2025-11-14
01-11-2025,Saturday ,Chrome ,Desktop,India  ,Social Media  ,/pricing      ,1711,1462,249,1922,4705,0.6,316.1,72,0,3974.5,2.3,2025-01-11
03-01-2026,Saturday ,Chrome ,Mobile ,Canada ,Organic Search,/contact      ,1049,769,280,1056,2331,0.6,130.6,134,0.1,31833.4,30.3,2026-03-01
23-12-2025,Tuesday  ,Chrome ,Tablet ,USA    ,Organic Search,/home         ,4290,2728,1562,4685,7329,0.6,246.3,613,0.1,120290.6,28,2025-12-23
29-12-2025,Monday   ,Chrome ,Tablet ,USA    ,Social Media  ,/about        ,1644,1428,216,1680,5362,0.5,107.3,117,0.1,24518.9,14.9,2025-12-29
02-10-2025,Thursday ,Chrome ,Desktop,India  ,Direct        ,/home         ,3562,2211,1351,3896,16649,0.2,164.8,459,0.1,30992,8.7,2025-02-10
22-03-2026,Sunday   ,Chrome ,Desktop,India  ,Organic Search,/products     ,593,362,231,619,1300,0.6,293.3,67,0.1,4862.3,8.2,2026-03-22
12-12-2025,Friday   ,Safari ,Tablet ,UAE    ,Organic Search,/landing-promo,4411,3239,1172,4757,12592,0.6,153.5,630,0.1,131020.6,29.7,2025-12-12
16-03-2026,Monday   ,Chrome ,Desktop,UK     ,Paid Search   ,/blog         ,4479,3487,992,5099,15538,0.4,389.7,725,0.2,190662.6,42.6,2026-03-16
25-10-2025,Saturday ,Firefox,Desktop,USA    ,Organic Search,/home         ,637,397,240,659,2083,0.5,252.2,98,0.2,14369.5,22.6,2025-10-25
06-02-2026,Friday   ,Chrome ,Desktop,UK     ,Organic Search,/pricing      ,4318,3040,1278,4498,8103,0.4,162.1,668,0.2,115448.2,26.7,2026-06-02
14-01-2026,Wednesday,Chrome ,Desktop,India  ,Paid Search   ,/home         ,3801,2903,898,4171,5027,0.6,333.4,521,0.1,50120.7,13.2,2026-01-14
19-03-2026,Thursday ,Firefox,Mobile ,USA    ,Paid Search   ,/pricing      ,3096,2609,487,3466,9409,0.7,57,521,0.2,141914.7,45.8,2026-03-19
27-11-2025,Thursday ,Firefox,Desktop,India  ,Email         ,/contact      ,2723,1617,1106,3090,7964,0.4,700.4,396,0.1,40063.6,14.7,2025-11-27
14-01-2026,Wednesday,Safari ,Mobile ,India  ,Direct        ,/home         ,3102,1701,1401,3370,14546,0.4,121.7,358,0.1,29148.3,9.4,2026-01-14
13-01-2026,Tuesday  ,Chrome ,Desktop,India  ,Social Media  ,/home         ,3926,3165,761,3928,7812,0.4,196,175,0,17235.7,4.4,2026-01-13
01-10-2025,Wednesday,Chrome ,Desktop,India  ,Paid Search   ,/home         ,5808,5008,800,6182,13363,0.6,120.3,795,0.1,79530.3,13.7,2025-01-10
04-11-2025,Tuesday  ,Chrome ,Desktop,India  ,Organic Search,/products     ,1118,724,394,1247,2054,0.5,482.1,121,0.1,8663.2,7.7,2025-04-11
02-01-2026,Friday   ,Firefox,Desktop,France ,Direct        ,/home         ,4385,2474,1911,4789,7124,0.6,352.2,694,0.2,31114.1,7.1,2026-02-01
13-01-2026,Tuesday  ,Chrome ,Desktop,Germany,Social Media  ,/pricing      ,946,736,210,1049,2314,0.6,253.5,59,0.1,9248.9,9.8,2026-01-13
08-12-2025,Monday   ,Safari ,Mobile ,UAE    ,Email         ,/blog         ,2779,1133,1646,3009,10715,0.5,369.5,496,0.2,104509.7,37.6,2025-08-12
14-11-2025,Friday   ,Chrome ,Tablet ,Germany,Social Media  ,/landing-promo,900,787,113,932,2836,0.4,212.5,55,0.1,4628.7,5.1,2025-11-14
16-03-2026,Monday   ,Chrome ,Desktop,USA    ,Direct        ,/home         ,4189,2020,2169,4376,18248,0.5,420.3,722,0.2,252778,60.3,2026-03-16
04-02-2026,Wednesday,Safari ,Mobile ,India  ,Organic Search,/products     ,2252,1531,721,2367,9068,0.6,295.4,217,0.1,23505.8,10.4,2026-04-02
19-01-2026,Monday   ,Chrome ,Mobile ,USA    ,Paid Search   ,/pricing      ,3472,2836,636,3700,4952,0.6,188.4,596,0.2,131155.1,37.8,2026-01-19
04-01-2026,Sunday   ,Chrome ,Mobile ,Japan  ,Organic Search,/about        ,1205,729,476,1346,4692,0.5,113.8,166,0.1,22094.1,18.3,2026-04-01
13-01-2026,Tuesday  ,Safari ,Desktop,India  ,Organic Search,/about        ,3879,2808,1071,4111,9319,0.5,484.2,440,0.1,0,0,2026-01-13
16-12-2025,Tuesday  ,Chrome ,Mobile ,Canada ,Organic Search,/home         ,4735,3195,1540,4773,8452,0.6,181.8,695,0.1,120931.7,25.5,2025-12-16
15-01-2026,Thursday ,Chrome ,Desktop,USA    ,Direct        ,/landing-promo,4627,2057,2570,4645,6666,0.5,485.5,800,0.2,57747.2,12.5,2026-01-15
02-01-2026,Friday   ,Chrome ,Mobile ,USA    ,Paid Search   ,/about        ,934,759,175,949,3979,0.5,98.3,143,0.2,21872.4,23.4,2026-02-01
30-11-2025,Sunday   ,Chrome ,Mobile ,UK     ,Referral      ,/blog         ,1249,1033,216,1321,2118,0.6,78.1,151,0.1,13662.5,10.9,2025-11-30
04-11-2025,Tuesday  ,Chrome ,Desktop,USA    ,Direct        ,/blog         ,5936,3515,2421,6557,28261,0.4,644.2,1053,0.2,142087.5,23.9,2025-04-11
26-11-2025,Wednesday,Chrome ,Desktop,India  ,Social Media  ,/products     ,3020,2685,335,3323,7486,0.6,345.6,159,0.1,6293.2,2.1,2025-11-26
10-11-2025,Monday   ,Chrome ,Tablet ,India  ,Paid Search   ,/landing-promo,5536,4219,1317,6100,26283,0.4,347.1,773,0.1,25239.2,4.6,2025-10-11
19-02-2026,Thursday ,Safari ,Desktop,Germany,Organic Search,/pricing      ,3840,2324,1516,4126,5021,0.6,318,581,0.2,0,0,2026-02-19
13-12-2025,Saturday ,Chrome ,Mobile ,Japan  ,Paid Search   ,/landing-promo,2828,2310,518,2913,4629,0.5,51.7,416,0.1,63021.4,22.3,2025-12-13
09-12-2025,Tuesday  ,Edge   ,Mobile ,USA    ,Direct        ,/pricing      ,4278,2716,1562,4886,14616,0.3,208.1,704,0.2,120049.4,28.1,2025-09-12
02-02-2026,Monday   ,Safari ,Mobile ,Germany,Direct        ,/home         ,4093,2113,1980,4209,5116,0.6,191.6,601,0.1,122398.5,29.9,2026-02-02
18-02-2026,Wednesday,Chrome ,Desktop,India  ,Direct        ,/contact      ,3331,2065,1266,3443,13888,0.3,534.6,444,0.1,35018.3,10.5,2026-02-18
20-11-2025,Thursday ,Chrome ,Desktop,India  ,Organic Search,/landing-promo,3868,2647,1221,3940,12860,0.6,363.2,465,0.1,19409.8,5,2025-11-20
28-02-2026,Saturday ,Safari ,Mobile ,UK     ,Referral      ,/landing-promo,1893,1679,214,1995,7660,0.7,207.7,237,0.1,30901,16.3,2026-02-28
13-10-2025,Monday   ,Chrome ,Desktop,India  ,Social Media  ,/home         ,836,638,198,878,1964,0.7,427.1,30,0,2456.6,2.9,2025-10-13
05-10-2025,Sunday   ,Chrome ,Desktop,USA    ,Social Media  ,/home         ,501,398,103,532,2316,0.5,253,38,0.1,4100.8,8.2,2025-05-10
19-01-2026,Monday   ,Chrome ,Desktop,India  ,Paid Search   ,/home         ,5833,4844,989,6432,18355,0.7,479.5,765,0.1,36932,6.3,2026-01-19
17-03-2026,Tuesday  ,Chrome ,Mobile ,Japan  ,Organic Search,/products     ,1403,1097,306,1440,2910,0.4,105.4,170,0.1,29565.5,21.1,2026-03-17
16-10-2025,Thursday ,Safari ,Desktop,UAE    ,Organic Search,/products     ,5223,3169,2054,5962,10369,0.3,239,839,0.2,159776.9,30.6,2025-10-16
03-11-2025,Monday   ,Safari ,Desktop,USA    ,Social Media  ,/products     ,2547,2278,269,2571,8866,0.6,395.8,192,0.1,58812.2,23.1,2025-03-11
31-10-2025,Friday   ,Chrome ,Mobile ,UK     ,Social Media  ,/blog         ,2955,2469,486,3015,5277,0.6,190.7,151,0.1,33119,11.2,2025-10-31
20-03-2026,Friday   ,Chrome ,Mobile ,France ,Social Media  ,/about        ,1971,1757,214,2112,8273,0.5,157.4,85,0,4160.2,2.1,2026-03-20
03-01-2026,Saturday ,Chrome ,Desktop,India  ,Organic Search,/contact      ,1072,737,335,1148,2828,0.3,284.4,117,0.1,7164.7,6.7,2026-03-01
04-01-2026,Sunday   ,Chrome ,Desktop,India  ,Organic Search,/landing-promo,680,462,218,757,1010,0.4,397.5,69,0.1,4481.4,6.6,2026-04-01
14-11-2025,Friday   ,Chrome ,Desktop,France ,Paid Search   ,/landing-promo,1525,1222,303,1529,4211,0.5,126.4,227,0.1,37614.3,24.7,2025-11-14
26-11-2025,Wednesday,Chrome ,Mobile ,UK     ,Paid Search   ,/about        ,4389,3447,942,4583,13852,0.5,273.7,695,0.2,68384.6,15.6,2025-11-26
07-02-2026,Saturday ,Safari ,Desktop,Canada ,Direct        ,/pricing      ,965,418,547,1067,2568,0.4,710.3,147,0.2,27478.5,28.5,2026-07-02
20-02-2026,Friday   ,Chrome ,Mobile ,UAE    ,Social Media  ,/pricing      ,2406,2087,319,2501,6797,0.7,112,162,0.1,21046.4,8.7,2026-02-20
19-01-2026,Monday   ,Edge   ,Unknown,USA    ,Email         ,/products     ,990,617,373,1013,1692,0.5,131.1,178,0.2,17319,17.5,2026-01-19
28-12-2025,Sunday   ,Edge   ,Mobile ,USA    ,Organic Search,/products     ,1573,992,581,1789,6510,0.4,100.9,229,0.1,70909.8,45.1,2025-12-28
30-10-2025,Thursday ,Safari ,Desktop,Canada ,Organic Search,/products     ,2130,1555,575,2304,5777,0.3,301.2,317,0.1,47335.6,22.2,2025-10-30
25-01-2026,Sunday   ,Safari ,Mobile ,Japan  ,Paid Search   ,/pricing      ,2340,1804,536,2376,7249,0.5,270.3,331,0.1,43215.3,18.5,2026-01-25
06-12-2025,Saturday ,Safari ,Mobile ,UK     ,Paid Search   ,/home         ,4196,3569,627,4775,7762,0.5,69,653,0.2,45514,10.8,2025-06-12
03-22-2026,Sunday   ,Chrome ,Desktop,UK     ,Paid Search   ,/blog         ,1863,1610,253,2108,7078,0.6,291.5,299,0.2,75703.9,40.6,2026-03-22
03-12-2025,Wednesday,Safari ,Mobile ,USA    ,Organic Search,/home         ,1317,1053,264,1404,2108,0.6,47.9,183,0.1,54826.3,41.6,2025-03-12
03-02-2026,Tuesday  ,Firefox,Mobile ,UK     ,Referral      ,/pricing      ,2661,1998,663,2783,6872,0.7,270.7,299,0.1,26301,9.9,2026-03-02
11-01-2026,Sunday   ,Chrome ,Desktop,UAE    ,Social Media  ,/landing-promo,1302,1103,199,1383,2309,0.6,202,96,0.1,7611.8,5.8,2026-11-01
16-11-2025,Sunday   ,Chrome ,Mobile ,USA    ,Paid Search   ,/blog         ,1276,1078,198,1329,5316,0.5,218.9,211,0.2,59641.7,46.7,2025-11-16
10-10-2025,Friday   ,Safari ,Tablet ,India  ,Direct        ,/products     ,988,561,427,1046,4155,0.3,433.5,108,0.1,3383.1,3.4,2025-10-10
06-02-2026,Friday   ,Chrome ,Mobile ,USA    ,Social Media  ,/contact      ,2780,2206,574,3040,11664,0.7,205.1,197,0.1,18348.2,6.6,2026-06-02
11-12-2025,Thursday ,Chrome ,Mobile ,Japan  ,Direct        ,/pricing      ,6000,3089,2911,6538,28379,0.5,89,942,0.2,0,0,2025-11-12
16-02-2026,Monday   ,Chrome ,Desktop,UK     ,Organic Search,/blog         ,540,412,128,596,1624,0.4,571.1,80,0.1,8222.7,15.2,2026-02-16
24-02-2026,Tuesday  ,Edge   ,Desktop,USA    ,Paid Search   ,/about        ,5769,5075,694,6564,24949,0.7,541.3,1012,0.2,182187.2,31.6,2026-02-24
01-10-2025,Wednesday,Firefox,Mobile ,India  ,Email         ,/about        ,1843,933,910,1877,6838,0.6,346.1,256,0.1,7663.9,4.2,2025-01-10
26-01-2026,Monday   ,Chrome ,Mobile ,India  ,Organic Search,/about        ,3515,2663,852,3941,5007,0.7,99.4,353,0.1,18318.2,5.2,2026-01-26
14-03-2026,Saturday ,Edge   ,Mobile ,UAE    ,Direct        ,/home         ,1540,982,558,1682,7363,0.5,284.5,233,0.2,59205.9,38.4,2026-03-14
29-01-2026,Thursday ,Safari ,Mobile ,Japan  ,Organic Search,/landing-promo,4528,3592,936,5158,7063,0.4,51.8,625,0.1,32007,7.1,2026-01-29
16-02-2026,Monday   ,Safari ,Mobile ,USA    ,Organic Search,/blog         ,4676,3363,1313,4745,9900,0.7,124.1,660,0.1,61276,13.1,2026-02-16
19-01-2026,Monday   ,Safari ,Mobile ,UK     ,Organic Search,/contact      ,1621,1196,425,1823,5129,0.5,77.5,223,0.1,59590.1,36.8,2026-01-19
30-01-2026,Friday   ,Edge   ,Desktop,UK     ,Organic Search,/contact      ,3370,2404,966,3799,6971,0.5,456.8,475,0.1,114308.9,33.9,2026-01-30
25-02-2026,Wednesday,Safari ,Mobile ,USA    ,Organic Search,/products     ,5093,4067,1026,5717,13552,0.5,271.2,802,0.2,93516.4,18.4,2026-02-25
05-02-2026,Thursday ,Safari ,Desktop,Canada ,Social Media  ,/products     ,3887,3049,838,3976,6343,0.6,438.7,332,0.1,23241.7,6,2026-05-02
16-01-2026,Friday   ,Chrome ,Mobile ,Canada ,Organic Search,/landing-promo,4736,3114,1622,5378,21345,0.5,187,627,0.1,159202.6,33.6,2026-01-16
21-01-2026,Wednesday,Chrome ,Mobile ,UK     ,Paid Search   ,/products     ,5382,4670,712,5875,14690,0.7,111.4,886,0.2,42623.2,7.9,2026-01-21
22-02-2026,Sunday   ,Chrome ,Mobile ,Japan  ,Direct        ,/about        ,2732,1619,1113,2734,3606,0.4,209.8,372,0.1,24604.3,9,2026-02-22
26-11-2025,Wednesday,Chrome ,Tablet ,Canada ,Direct        ,/about        ,4328,1793,2535,4968,6669,0.3,217.4,664,0.2,121438.3,28.1,2025-11-26
23-01-2026,Friday   ,Chrome ,Mobile ,Canada ,Direct        ,/pricing      ,5348,2711,2637,5538,14510,0.5,262.7,846,0.2,79075.6,14.8,2026-01-23
10-02-2026,Tuesday  ,Chrome ,Desktop,USA    ,Social Media  ,/pricing      ,1692,1324,368,1710,4209,0.6,242.7,122,0.1,6590.4,3.9,2026-10-02
13-10-2025,Monday   ,Safari ,Mobile ,India  ,Organic Search,/pricing      ,4020,2704,1316,4177,10977,0.3,100.8,405,0.1,17087.2,4.3,2025-10-13
05-11-2025,Wednesday,Chrome ,Desktop,Canada ,Paid Search   ,/contact      ,4365,3605,760,4573,8038,0.7,486.9,713,0.2,107313.4,24.6,2025-05-11
28-09-2025,Sunday   ,Safari ,Desktop,India  ,Paid Search   ,/landing-promo,1992,1650,342,2155,2642,0.3,515.5,261,0.1,20096.3,10.1,2025-09-28
26-01-2026,Monday   ,Chrome ,Desktop,Canada ,Direct        ,/pricing      ,2732,1579,1153,2940,10474,0.5,358.9,398,0.1,38213.9,14,2026-01-26
24-11-2025,Monday   ,Edge   ,Desktop,UAE    ,Referral      ,/products     ,1332,1162,170,1350,3327,0.4,189.2,197,0.1,15165.5,11.4,2025-11-24
18-02-2026,Wednesday,Chrome ,Desktop,USA    ,Social Media  ,/pricing      ,3079,2401,678,3115,6139,0.6,290.5,284,0.1,37794.1,12.3,2026-02-18
13-11-2025,Thursday ,Chrome ,Desktop,UAE    ,Organic Search,/landing-promo,1072,659,413,1160,2356,0.4,496.3,164,0.2,43811.8,40.9,2025-11-13
07-11-2025,Friday   ,Safari ,Unknown,India  ,Social Media  ,/pricing      ,471,420,51,498,717,0.6,217.1,12,0,1184.6,2.5,2025-07-11
03-01-2026,Saturday ,Safari ,Mobile ,India  ,Social Media  ,/contact      ,1057,947,110,1191,2937,0.5,154.4,40,0,4086.8,3.9,2026-03-01
27-11-2025,Thursday ,Chrome ,Mobile ,UAE    ,Organic Search,/blog         ,4217,3089,1128,4693,18400,0.6,83.5,643,0.2,133523.6,31.7,2025-11-27
22-10-2025,Wednesday,Chrome ,Desktop,USA    ,Organic Search,/pricing      ,2825,1835,990,3115,11238,0.5,515.7,430,0.2,53817.3,19.1,2025-10-22
17-11-2025,Monday   ,Chrome ,Desktop,Canada ,Referral      ,/about        ,2079,1663,416,2117,7459,0.6,363.4,262,0.1,40361.2,19.4,2025-11-17
29-11-2025,Saturday ,Chrome ,Desktop,USA    ,Direct        ,/contact      ,2312,1307,1005,2351,10876,0.6,269.3,362,0.2,98449.9,42.6,2025-11-29
30-01-2026,Friday   ,Chrome ,Tablet ,India  ,Organic Search,/home         ,3226,2028,1198,3300,6717,0.4,228.7,382,0.1,21974.6,6.8,2026-01-30
14-12-2025,Sunday   ,Firefox,Mobile ,India  ,Paid Search   ,/about        ,1524,1342,182,1590,5429,0.7,168.6,169,0.1,7114.6,4.7,2025-12-14
03-03-2026,Tuesday  ,Firefox,Mobile ,UAE    ,Organic Search,/home         ,4189,3124,1065,4573,14047,0.4,286.4,589,0.1,0,0,2026-03-03
18-01-2026,Sunday   ,Chrome ,Desktop,USA    ,Paid Search   ,/blog         ,3699,3228,471,3934,5538,0.5,597.6,650,0.2,86969.8,23.5,2026-01-18
19-11-2025,Wednesday,Chrome ,Mobile ,Japan  ,Organic Search,/contact      ,4330,3139,1191,4371,7595,0.7,46.9,609,0.1,114544.8,26.5,2025-11-19
02-11-2025,Sunday   ,Chrome ,Mobile ,UK     ,Organic Search,/home         ,1872,1257,615,2087,3570,0.6,91.9,256,0.1,71365.1,38.1,2025-02-11
06-03-2026,Friday   ,Safari ,Desktop,Germany,Social Media  ,/landing-promo,2262,1806,456,2479,9475,0.5,366.2,170,0.1,10409.6,4.6,2026-06-03
20-10-2025,Monday   ,Chrome ,Desktop,France ,Organic Search,/landing-promo,3114,2457,657,3387,7903,0.4,176.5,444,0.1,65040.1,20.9,2025-10-20
26-10-2025,Sunday   ,Chrome ,Tablet ,UK     ,Direct        ,/contact      ,747,349,398,851,1802,0.5,458.8,103,0.1,9896.2,13.2,2025-10-26
15-01-2026,Thursday ,Chrome ,Desktop,USA    ,Paid Search   ,/pricing      ,3414,2825,589,3717,15340,0.4,133,610,0.2,166111.9,48.7,2026-01-15
26-10-2025,Sunday   ,Firefox,Mobile ,France ,Organic Search,/landing-promo,3221,2265,956,3417,6784,0.4,128.8,404,0.1,34082.6,10.6,2025-10-26
24-02-2026,Tuesday  ,Chrome ,Desktop,Germany,Direct        ,/about        ,5847,3261,2586,5976,23339,0.4,346.3,878,0.2,140434.5,24,2026-02-24
15-12-2025,Monday   ,Safari ,Desktop,UK     ,Paid Search   ,/products     ,2863,2454,409,3268,12029,0.4,397.6,462,0.2,54217.5,18.9,2025-12-15
13-11-2025,Thursday ,Firefox,Desktop,Canada ,Direct        ,/pricing      ,2461,1468,993,2484,6510,0.4,518.9,380,0.2,56723.4,23,2025-11-13
26-12-2025,Friday   ,Chrome ,Mobile ,India  ,Social Media  ,/landing-promo,3953,3288,665,4267,7025,0.6,142.5,179,0,16769.2,4.2,2025-12-26
06-12-2025,Saturday ,Chrome ,Desktop,USA    ,Organic Search,/landing-promo,2594,1905,689,2638,9568,0.5,140.8,409,0.2,45062.9,17.4,2025-06-12
15-12-2025,Monday   ,Chrome ,Mobile ,Unknown,Direct        ,/home         ,1993,860,1133,2178,3743,0.4,164.1,295,0.1,57406.1,28.8,2025-12-15
15-10-2025,Wednesday,Chrome ,Tablet ,UK     ,Organic Search,/pricing      ,822,565,257,866,2374,0.5,0,111,0.1,9610.1,11.7,2025-10-15
04-02-2026,Wednesday,Chrome ,Mobile ,Germany,Social Media  ,/products     ,3624,2857,767,3689,4551,0.5,0,226,0.1,0,0,2026-04-02
10-02-2026,Tuesday  ,Chrome ,Desktop,India  ,Direct        ,/home         ,4738,2781,1957,5156,13323,0.3,593.7,596,0.1,19951.4,4.2,2026-10-02
