raw_date,Day_of_Week,Browser,Device_Type,Country,Traffic_Source,Landing_Page,Visitors,New_Visitors,Returning_Visitors,Sessions,Page_Views,Bounce_Rate,Avg_Session_Duration_Sec,Conversions,Conversion_Rate,Revenue,Revenue_Per_Visitor
31-10-2025,Friday,Safari,Tablet,USA,Direct,/home,1009,510,499,1056,2161,0.5354,437.7,152,0.1513,33966.69,33.6637
05-11-2025,Wednesday,Chrome,Desktop,,Direct,/landing-promo,2717,1384,1333,3005,6201,0.5523,723.7,405,0.1494,22476.53,8.2726
03-12-2025,Wednesday,Safari,Desktop,USA,Paid Search,/pricing,3845,3016,829,4240,6824,0.6992,546.1,692,0.18,204647.79,53.2244
03-03-2026,Tuesday,Safari,Desktop,USA,Paid Search,/pricing,774,686,88,803,1834,0.5577,346.5,129,0.1674,39483.58,51.0124
20-12-2025,Saturday,Chrome,Desktop,USA,Organic Search,/home,629,493,136,639,1021,0.4396,191.7,97,0.1554,21747.77,34.5752
09-10-2025,Thursday,Chrome,Desktop,USA,Organic Search,/products,1328,896,432,1455,1745,0.4154,355.2,201,0.1518,24324.82,18.3169
17-02-2026,Tuesday,Chrome,Mobile,USA,Organic Search,/pricing,983,715,268,1081,3354,0.4658,183,141,0.1444,49889.04,50.7518
14-02-2026,Saturday,Chrome,Tablet,France,Direct,/about,3244,2084,1160,3400,10498,0.3487,358.3,474,0.1462,85327.31,26.3031
23-03-2026,Monday,Chrome,Mobile,France,Organic Search,/contact,3410,2357,1053,3756,15156,0.6761,228.7,442,0.1299,62319,18.2754
12-11-2025,Wednesday,Chrome,Desktop,India,Organic Search,/landing-promo,4507,2856,1651,4861,19545,0.5279,244.5,503,0.1118,26400.88,5.8578
29-12-2025,Monday,Chrome,Mobile,UK,Organic Search,/home,4201,2932,1269,4675,8136,0.4856,121.3,628,0.1497,102783.91,24.4665
12-11-2025,Wednesday,Safari,Mobile,Germany,Paid Search,/about,5231,4076,1155,5732,16134,0.5112,182.6,830,0.1588,75421.61,14.4182
15-01-2026,Thursday,Edge,Desktop,USA,Organic Search,/pricing,3111,2037,1074,3286,5995,0.5168,234.3,528,0.1698,136733.17,43.9515
25-02-2026,Wednesday,Chrome,Mobile,USA,Direct,/landing-promo,4151,2314,1837,4686,6508,0.6511,290.2,624,0.1505,137705.64,33.1741
01-01-2026,Thursday,Chrome,Tablet,UAE,Email,/home,1384,555,829,1551,4573,0.3028,428,249,0.18,14689.09,10.6135
18-02-2026,Wednesday,Chrome,Mobile,India,Paid Search,/landing-promo,1293,1153,140,1317,4200,0.5819,172.2,156,0.1208,13435.61,10.391
05-03-2026,Thursday,Chrome,Mobile,USA,Organic Search,/pricing,2901,1981,920,3266,9725,0.4696,206.2,406,0.1402,104901.57,36.1605
16-12-2025,Tuesday,Safari,Mobile,UAE,Organic Search,/pricing,1294,920,374,1318,1600,0.6841,283.6,181,0.14,37664.02,29.1067
16-10-2025,Thursday,Safari,Desktop,India,Organic Search,/products,2681,2128,553,2992,12673,0.6558,521.2,317,0.1186,13324.76,4.9701
18-10-2025,Saturday,Chrome,Desktop,UAE,Referral,/products,545,423,122,576,974,0.3375,322.5,81,0.1496,13160.2,24.1472
02-02-2026,Monday,Chrome,Desktop,,Referral,/about,1484,1206,278,1599,7034,0.4559,143.7,220,0.1485,18563.95,12.5094
21-12-2025,Sunday,Firefox,Mobile,UK,Organic Search,/about,2847,2096,751,2848,5158,0.3566,136.5,342,0.1204,80093.03,28.1324
08-10-2025,Wednesday,Chrome,Tablet,India,Paid Search,/about,6396,5387,1009,6696,11666,0.3597,408.7,812,0.127,78948.89,12.3435
28-01-2026,Wednesday,Firefox,Desktop,India,Direct,/home,1775,1078,697,1835,2376,0.4129,347.8,210,0.1188,5824.08,3.2812
02-10-2025,Thursday,Chrome,MOBILE,UK,Email,/blog,1376,685,691,1521,2866,0.6173,323.4,231,0.168,47301.91,34.3764
31-01-2026,Saturday,Chrome,Mobile,India,Organic Search,/about,487,334,153,489,971,0.4044,244.1,51,0.1055,3333.77,6.8455
10-10-2025,Friday,Safari,desktop,UK,Email,/landing-promo,2872,1598,1274,3181,7535,0.3161,226.5,512,0.1783,44148.6,15.3721
01-12-2025,Monday,Chrome,Desktop,India,Direct,/pricing,4576,2004,2572,5255,14798,0.3203,571.5,609,0.1331,46180.96,10.092
08-10-2025,Wednesday,Chrome,Desktop,Canada,Organic Search,/pricing,1178,926,252,1329,4868,0.4895,172.6,172,0.1467,16954.23,14.3924
06-01-2026,Tuesday,Firefox,Mobile,India,Social Media,/landing-promo,3673,2877,796,3961,11988,0.8167,158.1,159,0.0434,0,0
21-12-2025,Sunday,Safari,Desktop,India,Direct,,2339,1519,820,2605,2982,0.3046,710.6,276,0.1184,16461.53,7.0378
25-03-2026,Wednesday,Safari,Desktop,France,Organic Search,/pricing,1332,881,451,1455,5596,0.6356,254.3,165,0.1243,12418.98,9.3236
28-02-2026,Saturday,,Mobile,UAE,Email,/blog,352,221,131,400,536,0.3117,62.3,63,0.18,8258.41,23.4614
11-10-2025,Saturday,Chrome,Desktop,UAE,Referral,/about,835,654,181,846,2968,0.2506,571,110,0.1323,18919.05,22.6575
14-12-2025,Sunday,Safari,Mobile,UAE,Direct,/about,2783,1238,1545,2896,4129,0.5407,117.9,408,0.1467,40861.84,14.6827
19-11-2025,Wednesday,Chrome,Mobile,India,Social Media,/about,2775,2177,598,3142,9673,0.831,180,65,0.0235,2660.81,0.9589
19-11-2025,Wednesday,Chrome,Mobile,USA,Direct,/contact,1828,1093,735,1896,2413,0.4086,136.5,259,0.1422,64249.02,35.1472
09-11-2025,Sunday,Chrome,Desktop,Canada,Paid Search,/home,848,692,156,947,1838,0.5436,493.9,133,0.1574,19891.88,23.4574
25-12-2025,Thursday,Chrome,Desktop,UK,Organic Search,/blog,1534,1086,448,1627,6923,0.4598,189.8,209,0.1364,50429.6,32.8746
15-11-2025,Saturday,Chrome,Tablet,Japan,Direct,/products,1811,882,929,2010,3028,0.4793,250.8,236,0.1307,21193.98,11.7029
28-12-2025,Sunday,Safari,Mobile,UK,Social Media,/landing-promo,1219,917,302,1258,1936,0.7326,106.5,62,0.0509,9266.52,7.6017
06-01-2026,Tuesday,Firefox,Desktop,India,Social Media,/landing-promo,477,414,63,519,1121,0.5838,231.5,15,0.0329,847.77,1.7773
28-09-2025,Sunday,Chrome,Mobile,USA,Organic Search,/home,2395,1826,569,2566,7437,0.4283,199.4,325,0.1358,81153.99,33.8848
05-01-2026,Monday,Chrome,Tablet,Japan,Organic Search,/landing-promo,3548,2389,1159,3925,15070,0.4401,197.4,486,0.1371,27776.84,7.8289
22-01-2026,Thursday,Safari,Desktop,UK,Referral,/products,2601,2184,417,2777,6731,0.4982,217.4,315,0.1214,71322.17,27.4211
08-03-2026,Sunday,Safari,Desktop,USA,Social Media,/home,300,238,62,331,1360,0.5975,213.6,25,0.0858,1970.26,6.5675
16-11-2025,Sunday,Firefox,Mobile,India,Direct,/contact,3295,2078,1217,3542,14414,0.4183,195.5,408,0.1241,0,0
12-02-2026,Thursday,Chrome,Desktop,India,Organic Search,/contact,1256,813,443,1416,3159,0.396,523.8,132,0.1058,10220.29,8.1372
24-02-2026,Tuesday,Chrome,Tablet,India,Organic Search,/contact,4092,2760,1332,4626,7634,0.5348,80.5,440,0.1077,27178.17,6.6418
10-03-2026,Tuesday,Chrome,Tablet,India,Organic Search,/products,2322,1447,875,2608,10892,0.3583,279.6,214,0.0924,21168.76,9.1166
20-02-2026,Friday,Chrome,Desktop,France,Organic Search,/pricing,2777,1755,1022,3175,5792,0.5054,436.8,383,0.1382,22590.28,8.1348
10-02-2026,Tuesday,Chrome,Desktop,USA,organic search,/products,0,3670,1267,5555,21416,0.5591,564.6,826,0.1675,199249.5,40.3584
02-12-2025,Tuesday,Safari,Desktop,Canada,Paid Search,/blog,6054,4557,1497,6234,19632,0.3504,325.3,1040,0.1719,121652.41,20.0946
20-11-2025,Thursday,Safari,Desktop,USA,Social Media,,570,487,83,638,2355,0.4255,261.2,44,0.0786,14218.43,24.9446
22-11-2025,Saturday,Chrome,Mobile,UK,Organic Search,/blog,723,509,214,785,1954,0.5713,244.2,97,0.1344,21024.59,29.0797
16-10-2025,Thursday,Chrome,Desktop,Germany,Organic Search,/contact,3899,2533,1366,4041,11618,0.5224,122.7,605,0.1554,71702.03,18.3899
31-10-2025,Friday,Chrome,Mobile,Japan,Direct,/contact,3399,2170,1229,3790,15821,0.5525,348.4,525,0.1547,58785.13,17.2948
06-03-2026,Friday,Edge,Mobile,UK,Organic Search,/products,4624,3427,1197,4769,13610,0.331,91.9,693,0.1499,102641.15,22.1975
25-12-2025,Thursday,Chrome,Mobile,India,Direct,/about,3731,1931,1800,4075,11048,0.4522,361.1,457,0.1227,30491.17,8.1724
28-01-2026,Wednesday,Chrome,Mobile,India,Organic Search,/contact,922,634,288,1034,1610,0.6839,108.3,90,0.0983,7177.48,7.7847
23-10-2025,Thursday,Safari,Desktop,USA,Direct,/products,2388,1455,933,2427,7176,0.3705,643.2,369,0.1546,38595.6,16.1623
30-01-2026,Friday,Safari,Desktop,Germany,Direct,/blog,4502,2287,2215,4623,18506,0.2341,237.9,729,0.1621,0,0
28-01-2026,Wednesday,Firefox,Desktop,USA,Paid Search,/blog,3574,2710,864,3796,6844,0.4028,540.7,643,0.18,224624.08,62.8495
01-11-2025,Saturday,Chrome,Desktop,Canada,Organic Search,/blog,428,293,135,480,1967,0.6276,365.4,60,0.1414,7995.25,18.6805
17-12-2025,Wednesday,Chrome,Desktop,France,Referral,/pricing,458,360,98,521,2138,0.4578,199.2,54,0.1186,10932.85,23.8709
14-02-2026,Saturday,Chrome,Desktop,Canada,Organic Search,/products,3013,2028,985,3434,8195,0.4636,169.2,462,0.1535,77561.8,25.7424
27-01-2026,Tuesday,Chrome,Desktop,USA,Referral,,515,452,63,580,950,0.2563,219.4,75,0.1464,21483.18,41.7149
26-03-2026,Thursday,Safari,Desktop,UAE,Organic Search,/products,4037,2947,1090,4172,17253,0.6097,441.2,643,0.1594,138715.27,34.361
19-03-2026,Thursday,Chrome,Mobile,USA,Organic Search,/home,1216,936,280,1390,1865,0.5643,171.6,163,0.1344,43628.7,35.8789
22-02-2026,Sunday,Chrome,Desktop,Canada,Organic Search,/pricing,2705,2016,689,3029,10399,0.6191,354.4,377,0.1397,80294.33,29.6837
01-03-2026,Sunday,Chrome,Mobile,India,Organic Search,/home,3084,2220,864,3135,6535,0.4831,249.9,361,0.1171,40983.06,13.2889
05-10-2025,Sunday,Chrome,Mobile,Japan,Organic Search,/landing-promo,874,630,244,917,3766,0.4752,225.3,110,0.1266,18661.48,21.3518
09-02-2026,Monday,Chrome,Desktop,USA,Organic Search,/pricing,1466,896,570,1511,4162,0.2839,204.5,209,0.1429,59730,40.7435
25-11-2025,Tuesday,Chrome,Tablet,India,Organic Search,/pricing,1567,947,620,1661,6072,0.3002,359.7,159,0.1021,12684.1,8.0945
24-12-2025,Wednesday,Chrome,Desktop,Germany,Direct,/products,5655,3643,2012,6440,21885,0.3071,139.5,905,0.1602,179327.87,31.7114
22-12-2025,Monday,Chrome,Mobile,USA,Organic Search,/pricing,1651,1252,399,1666,6179,0.4902,151,228,0.1384,51099.18,30.9504
04-01-2026,Sunday,Chrome,Mobile,UK,Direct,/products,1900,857,1043,1968,5372,0.5862,94.8,272,0.1435,21390.12,11.258
14-01-2026,Wednesday,Chrome,Desktop,USA,Direct,/pricing,4123,2267,1856,4295,16508,0.2365,280.4,717,0.174,215714.3,52.3197
28-09-2025,Sunday,Chrome,Mobile,India,Organic Search,/contact,1585,1141,444,1649,6362,0.4496,268.1,147,0.0928,9948.78,6.2768
01-12-2025,Monday,Chrome,Mobile,Germany,Paid Search,/about,5689,4840,849,6224,25706,0.7611,289.4,931,0.1638,127686.58,22.4445
21-01-2026,Wednesday,Chrome,Desktop,India,Organic Search,/home,870,610,260,907,3590,0.648,577.9,90,0.104,2313.38,2.6591
27-12-2025,Saturday,Safari,Mobile,USA,Organic Search,/landing-promo,503,380,123,525,944,0.6809,198.5,69,0.1372,13363.48,26.5676
27-01-2026,Tuesday,Safari,Desktop,Japan,Direct,/home,655,398,257,752,2123,0.5641,466.7,93,0.1429,9799.36,14.9609
19-01-2026,Monday,Safari,Mobile,USA,organic,/blog,3576,2775,801,3727,12502,0.6855,242.6,531,0.1487,64316.24,17.9855
16-03-2026,Monday,Edge,Desktop,India,Social Media,/contact,3152,2780,372,3530,6476,0.4902,412.5,161,0.0512,10164.85,3.2249
29-11-2025,Saturday,Chrome,Desktop,UK,Organic Search,/about,549,394,155,562,949,0.629,368,82,0.1494,21259.39,38.7238
06-01-2026,Tuesday,Chrome,Tablet,Germany,Paid Search,/home,1801,1462,339,2062,3086,0.5021,236.3,262,0.1456,10696.08,5.939
24-10-2025,Friday,Chrome,Mobile,India,Paid Search,/home,4189,3505,684,4772,16595,0.5318,68.3,585,0.1398,21693.27,5.1786
02-11-2025,Sunday,Chrome,Desktop,UAE,Organic Search,/landing-promo,3633,2811,822,3653,15917,,487.8,572,0.1575,153097.91,42.1409
18-10-2025,Saturday,Safari,Mobile,Canada,Referral,/landing-promo,1373,1120,253,1488,5798,0.5255,219.8,162,0.1187,7881.13,5.7401
03-02-2026,Tuesday,Chrome,Mobile,India,Organic Search,/about,2805,1831,974,2854,9708,0.3857,99.4,296,0.1057,16130.78,5.7507
09-12-2025,Tuesday,Chrome,Mobile,USA,Social Media,/landing-promo,2829,2539,290,3152,12501,0.4497,195.6,222,0.0786,45158.1,15.9626
12-02-2026,Thursday,Safari,Mobile,India,Organic Search,/about,4865,3476,1389,5194,8884,0.6434,198.3,553,0.1137,13703.57,2.8168
28-10-2025,Tuesday,Safari,Tablet,USA,Organic Search,/pricing,4723,3351,1372,5178,21160,0.5927,342.2,722,0.1529,87845.27,18.5995
29-12-2025,Monday,Chrome,Desktop,Canada,Organic Search,/about,589,377,212,645,1004,0.4309,506.9,86,0.1466,22145.82,37.599
03-11-2025,Monday,Firefox,Desktop,UK,Social Media,/landing-promo,672,593,79,767,1984,0.6376,218.5,43,0.0642,7405.6,11.0202
09-11-2025,Sunday,Chrome,Mobile,Germany,Direct,/about,2264,1074,1190,2370,8960,0.6076,133.8,302,0.1336,48859.58,21.5811
06-02-2026,Friday,Edge,Desktop,USA,Organic Search,/home,4635,3362,1273,4764,16546,0.3159,401.7,730,0.1576,48875.11,10.5448
24-01-2026,Saturday,Safari,Desktop,USA,Direct,/about,4035,2133,1902,4584,6324,0.6122,218,722,0.1791,138950.28,34.4363
01-01-2026,Thursday,Chrome,Desktop,UAE,Organic Search,/landing-promo,4869,3602,1267,5369,20886,0.649,229.4,802,0.1649,107138.34,22.0042
28-11-2025,Friday,Chrome,Tablet,UK,Organic Search,/about,3113,2024,1089,3537,13508,0.3824,103.7,447,0.1436,71743.65,23.0465
03-02-2026,Tuesday,Chrome,Desktop,Germany,Organic Search,/home,5109,3493,1616,5637,14592,,221.2,748,0.1465,73261.82,14.3398
12-10-2025,Sunday,Chrome,Desktop,Dubai,Direct,/blog,647,379,268,664,1113,0.5189,190.7,103,0.1594,15700.34,24.2664
24-01-2026,Saturday,Chrome,Tablet,Germany,Direct,/pricing,2777,1759,1018,2810,6643,0.3146,512.6,378,0.1363,55224.78,19.8865
24-10-2025,Friday,Chrome,Desktop,France,Paid Search,/products,1365,1064,301,1466,2378,0.4668,269.6,218,0.16,36922.33,27.0493
25-12-2025,Thursday,Chrome,Tablet,USA,Referral,/pricing,1318,1096,222,1341,5641,0.3245,339.1,183,0.1393,39921.99,30.2898
01-12-2025,Monday,Chrome,Desktop,USA,Organic Search,/home,3259,2485,774,3662,6175,0.6093,585.3,497,0.1526,56102.61,17.2147
22-10-2025,Wednesday,Safari,Mobile,USA,social media,/pricing,916,696,220,1042,3671,0.5777,123.2,57,0.0624,16113.89,17.5916
11-11-2025,Tuesday,Chrome,Mobile,USA,Direct,/contact,5682,2811,2871,6362,8810,0.4648,50.5,960,0.1691,300880.09,52.9532
07-10-2025,Tuesday,Chrome,Desktop,USA,Organic Search,/blog,2620,1735,885,2779,3746,0.6174,283.2,410,0.1567,81358.59,31.0529
09-11-2025,Sunday,Chrome,Desktop,France,Referral,/contact,617,511,106,621,1870,0.5952,237.4,72,0.1177,16232.04,26.308
26-12-2025,Friday,Firefox,Mobile,USA,Social Media,/products,374,320,54,398,1609,0.8022,156.4,23,0.0628,7920.38,21.1775
24-10-2025,Friday,Chrome,Desktop,India,Organic Search,/home,2842,2027,815,3036,13114,0.4681,371.6,323,0.1137,34669.31,12.1989
19-10-2025,Sunday,Chrome,Mobile,India,Direct,/products,562,320,242,597,1931,0.4775,322.6,60,0.1076,2444.61,4.3498
16-02-2026,Monday,Safari,Mobile,USA,Referral,/about,3364,2552,812,3367,13712,0.6243,96.8,475,0.1414,101636.44,30.213
21-11-2025,Friday,Chrome,Desktop,UK,Paid Search,/contact,0,1928,302,2460,2987,0.5754,422.9,350,0.157,101209.39,45.3854
30-12-2025,Tuesday,Chrome,Tablet,France,Organic Search,/home,2076,1283,793,2092,2796,0.5721,240.5,232,0.112,45991.63,22.154
30-11-2025,Sunday,Chrome,Desktop,Japan,Paid Search,/pricing,4095,3404,691,4158,7136,0.5199,195.2,708,0.1729,170569.68,41.6532
01-17-2026,Saturday,Edge,Tablet,India,Paid Search,/home,1971,1735,236,2225,3717,0.6586,248,250,0.1271,25141.22,12.7556
15-02-2026,Sunday,Safari,Mobile,Japan,Organic Search,/home,1663,1080,583,1737,2074,0.7154,106.4,216,0.1299,46458.05,27.9363
14-01-2026,Wednesday,Safari,Desktop,USA,Organic Search,,2225,1664,561,2263,8969,0.5172,500.4,343,0.1543,52364.53,23.5346
16-03-2026,Monday,Chrome,Desktop,UK,Direct,/about,3030,1419,1611,3418,12140,0.6003,376.8,465,0.1535,21937.86,7.2402
21-12-2025,Sunday,Safari,Desktop,UK,Direct,/contact,4014,2352,1662,4047,18840,0.4567,283.7,661,0.1648,116859.58,29.113
12-12-2025,Friday,Chrome,Mobile,India,Referral,/contact,389,339,50,419,1107,0.6022,287.6,36,0.0929,913.01,2.3471
03-01-2026,Saturday,Safari,Mobile,Japan,Referral,/landing-promo,1124,965,159,1169,1710,0.3154,248.8,139,0.1237,14872.82,13.232
15-02-2026,Sunday,Edge,Mobile,UAE,Social Media,/about,2602,1983,619,2718,8296,0.7957,52.3,177,0.0684,17247.54,6.6286
09-11-2025,Sunday,Chrome,Desktop,India,Direct,/contact,1461,744,717,1660,4050,0.4581,663.2,186,0.1279,15810.11,10.8214
18-12-2025,Thursday,Chrome,Desktop,USA,Direct,/home,3204,1775,1429,3263,8703,0.2985,335.7,549,0.1715,138416.62,43.2012
20-12-2025,Saturday,Chrome,Mobile,France,Direct,/pricing,3316,1518,1798,3684,9808,0.5157,254.9,455,0.1374,86582.95,26.1107
07-01-2026,Wednesday,Chrome,Tablet,UAE,Organic Search,/blog,1151,796,355,1227,2816,0.3822,148.7,171,0.1487,14322.03,12.4431
07-12-2025,Sunday,Chrome,Mobile,Canada,Email,/landing-promo,2228,1222,1006,2328,2742,0.6081,184.3,382,0.1716,57977.89,26.0224
20-02-2026,Friday,Firefox,Mobile,U.S.A,Paid Search,/products,1701,1359,342,1883,2221,0.5416,107.7,261,0.1537,89730.19,52.7514
01-03-2026,Sunday,Safari,Desktop,India,,/contact,1322,997,325,1366,2659,0.5307,287.4,52,0.0394,1331.53,1.0072
30-12-2025,Tuesday,Safari,Mobile,France,Organic Search,/contact,887,540,347,940,1266,0.7151,149.6,105,0.1192,7012.91,7.9063
22-02-2026,Sunday,Safari,Desktop,India,Organic Search,/home,1475,1076,399,1534,4217,0.4505,374.8,151,0.1024,6883.82,4.667
11-03-2026,Wednesday,Edge,Desktop,UAE,Organic Search,/landing-promo,3208,2519,689,3265,9517,0.3253,228.3,493,0.1539,59278.79,18.4784
09-12-2025,Tuesday,Safari,Mobile,India,Organic Search,/contact,503,370,133,511,1650,0.3356,220.4,48,0.0972,3406.91,6.7732
11-12-2025,Thursday,Chrome,Desktop,India,Social Media,/about,2946,2283,663,3263,12206,0.4796,277.5,94,0.0321,9980.3,3.3877
05-02-2026,Thursday,Chrome,Desktop,India,DIRECT,/pricing,2537,1402,1135,2695,11147,0.4217,675.5,298,2.4331,15806.43,6.2304
06-03-2026,Friday,Chrome,Mobile,Germany,Organic Search,/home,4241,3129,1112,4433,11840,0.4127,174.4,589,0.139,111406.48,26.2689
27-02-2026,Friday,Chrome,Desktop,USA,Organic Search,/home,3172,2128,1044,3646,14435,0.5101,148.7,520,0.164,42077.44,13.2653
06-03-2026,Friday,Firefox,Desktop,USA,Direct,/landing-promo,3240,2048,1192,3280,13346,0.5907,598.7,535,0.1652,0,0
05-12-2025,Friday,Firefox,Tablet,JPN,Organic Search,/home,4020,3140,880,4027,4866,0.3379,254.6,568,0.1413,107210.01,26.6692
16-01-2026,Friday,Chrome,Desktop,Germany,Direct,/blog,3720,2001,1719,3885,14886,0.2883,773.7,611,0.1645,67341.72,18.1026
30-09-2025,Tuesday,Chrome,Mobile,Japan,Direct,/products,816,457,359,878,3282,0.5801,277.5,116,0.1431,6052.24,7.417
07-03-2026,Saturday,Chrome,Mobile,USA,Organic Search,/home,726,439,287,809,901,0.3921,183.6,102,0.1414,29458.06,40.5758
05-12-2025,Friday,Chrome,Desktop,USA,Organic Search,/contact,2764,2060,704,2958,7686,0.3816,313.2,416,0.1508,100107.31,36.2183
10-02-2026,Tuesday,Chrome,Mobile,UK,Organic Search,/blog,3210,2044,1166,3325,6619,0.5309,231.6,480,0.1496,36868.25,11.4854
09-02-2026,Monday,Safari,Desktop,Japan,Organic Search,/pricing,3009,1876,1133,3439,11814,0.2768,573.6,465,0.1546,48304.18,16.0532
18-03-2026,Wednesday,Safari,mobile,India,Organic Search,,2688,1914,774,2829,9933,0.6508,57.3,264,0.0984,16260,6.0491
02-23-2026,Monday,Safari,Desktop,Canada,Direct,/about,3401,1395,2006,3870,14700,0.4815,170.8,533,0.1568,38843.29,11.4211
02-11-2025,Sunday,Chrome,Mobile,USA,Referral,,1731,1383,348,1916,3988,0.5323,226.8,213,0.1231,19504.17,11.2676
30-09-2025,Tuesday,Safari,Mobile,India,Organic Search,/home,3316,2167,1149,3390,10424,0.512,57.9,357,0.1079,25583.84,7.7153
26-10-2025,Sunday,Chrome,Desktop,France,Organic Search,/about,1605,1254,351,1658,2487,0.473,578.2,221,0.1378,42571.1,26.524
15-11-2025,Saturday,Firefox,Desktop,India,Social Media,/pricing,405,316,89,460,1175,0.5125,446.2,17,0.043,1582.35,3.907
24-03-2026,Tuesday,Chrome,Desktop,Germany,Social Media,/contact,3859,3215,644,4204,6219,0.4902,152.2,294,0.0762,52027.33,13.4821
25-10-2025,Saturday,Chrome,Desktop,USA,Social Media,/contact,2399,1922,477,2612,11128,0.3623,440,213,0.089,57339.14,23.9013
03-02-2026,Tuesday,Safari,Mobile,India,Email,/about,2756,1268,1488,2892,12640,0.3771,349.8,411,0.1493,8503.67,3.0855
25-03-2026,Wednesday,Chrome,Desktop,USA,Paid Search,/home,-1,4364,560,5022,22747,0.4483,430.9,884,0.1796,238751.19,48.4872
07-03-2026,Saturday,Chrome,Mobile,France,Email,/blog,1919,971,948,2048,5322,0.6454,85.5,308,0.1606,31323.22,16.3227
18-01-2026,Sunday,Chrome,Mobile,UK,Social Media,/products,1328,1113,215,1482,3040,0.5281,97.5,79,0.0595,4307.88,3.2439
28-02-2026,Saturday,Chrome,Desktop,Canada,Referral,/contact,504,438,66,523,1976,0.425,120.6,65,0.1299,14357,28.4861
18-10-2025,Saturday,Edge,Desktop,USA,Direct,/landing-promo,1615,792,823,1812,5619,0.5318,765.9,254,0.1574,67473.63,41.7793
27-12-2025,Saturday,Edge,Tablet,UK,Organic Search,/home,2736,2050,686,2920,3914,0.2849,265.2,365,0.1335,75040.58,27.4271
06-03-2026,Friday,Safari,Desktop,UK,Organic Search,/about,2942,1821,1121,3155,9535,0.6245,546,390,0.1327,41324.22,14.0463
26-11-2025,Wednesday,Firefox,Mobile,France,Social Media,/products,2046,1675,371,2129,2669,0.8068,53.4,100,0.0492,19662.54,9.6102
26-10-2025,Sunday,Chrome,Mobile,UAE,Direct,/home,2660,1249,1411,2871,12730,0.7015,49,408,0.1536,47644.6,17.9115
30-10-2025,Thursday,Safari,Mobile,UAE,Direct,/blog,2876,1413,1463,3208,13505,0.289,376.8,458,0.1594,88930.2,30.9215
27-11-2025,Thursday,Chrome,Tablet,USA,Paid Search,/landing-promo,1862,1631,231,1922,2884,0.7483,140.7,308,0.1656,48616.9,26.11
29-01-2026,Thursday,Chrome,Desktop,India,Paid Search,/contact,2801,2323,478,2929,9801,0.7236,327.3,363,0.1299,20326.96,7.257
17-12-2025,Wednesday,Safari,Desktop,Dubai,Direct,/products,5689,3605,2084,6102,16699,0.3819,561.4,935,0.1645,81120.32,14.2592
03-11-2025,Monday,Chrome,Desktop,India,Social Media,/about,1410,1097,313,1515,6709,0.4114,120.9,61,0.0438,4032.43,2.8599
03-01-2026,Saturday,Chrome,Mobile,Germany,Direct,/products,3710,2286,1424,4177,16799,0.3816,276.2,524,0.1414,0,0
09-01-2026,Friday,Safari,Desktop,Uk,Paid Search,/contact,2526,2161,365,2812,8703,0.4282,540.1,391,0.1549,61996.91,24.5435
16-12-2025,Tuesday,Safari,Desktop,Germany,Organic Search,/landing-promo,5305,3196,2109,5497,17681,0.5697,468.7,754,0.1422,94181.83,17.7534
27-11-2025,Thursday,Chrome,Desktop,Canada,Paid Search,/home,1749,1567,182,1952,3876,0.5742,320.9,275,0.1576,55392.94,31.6712
26-10-2025,Sunday,Firefox,Desktop,India,Organic Search,/products,3626,2352,1274,3785,8921,0.6418,244.6,469,0.1295,44845.52,12.3678
18-02-2026,Wednesday,Chrome,Mobile,Germany,Social Media,/about,2310,1798,512,2489,7002,0.6318,89.4,116,0.0505,28979.61,12.5453
29-01-2026,Thursday,Chrome,Tablet,UK,Organic Search,/landing-promo,1126,771,355,1152,2371,0.4011,219,137,0.1223,22596.44,20.0679
17-01-2026,Saturday,Safari,desktop,USA,Social Media,/contact,1667,1451,216,1686,6676,0.6133,295.1,142,0.0855,46343.86,27.8008
30-10-2025,Thursday,Chrome,Mobile,UAE,Social Media,/home,2602,2208,394,2909,9765,0.453,72.4,171,0.0658,35847.87,13.777
11-02-2026,Wednesday,Chrome,Mobile,India,Paid Search,/landing-promo,3861,3337,524,4043,14436,0.4033,171.7,498,0.129,17545.28,4.5442
18-03-2026,Wednesday,Chrome,Mobile,Germany,Direct,/products,925,433,492,949,185,0.5231,330.9,126,0.1367,21185.44,22.9032
09-12-2025,Tuesday,Chrome,Desktop,Germany,Direct,/pricing,2174,995,1179,2307,4325,0.2871,504.5,331,0.1525,26983.47,12.4119
02-10-2025,Thursday,Chrome,Desktop,USA,Direct,/blog,747,377,370,776,2501,0.4922,761.6,115,0.1546,21281.53,28.4893
08-12-2025,Monday,Chrome,Desktop,Germany,Email,/blog,1731,921,810,1888,7288,0.5677,684.6,311,0.1798,69714.35,40.274
17-12-2025,Wednesday,Chrome,Desktop,India,Email,/products,462,187,275,469,622,1.8526,248.4,67,0.1453,3150.49,6.8192
22-11-2025,Saturday,Safari,Desktop,USA,Paid Search,/products,2642,2325,317,2999,9279,0.4064,482.8,425,0.1611,38696.9,14.6468
03-10-2025,Friday,Safari,Mobile,UK,Organic Search,/contact,882,587,295,1001,1785,0.6474,105.7,109,0.1243,28442.02,32.2472
01-01-2026,Thursday,Safari,tablet,India,Paid Search,/landing-promo,4102,3371,731,4302,14248,0.4159,323.6,515,0.1256,46652.01,11.373
