Date,Day_of_Week,Browser,Device_Type,Country,Traffic_Source,Landing_Page,Visitors,New_Visitors,Returning_Visitors,Sessions,Page_Views,Bounce_Rate,Avg_Session_Duration_Sec,Conversions,Conversion_Rate,Revenue,Revenue_Per_Visitor
2026-04-28,Tuesday,Chrome,Desktop,UK,Organic Search,/blog,1487,1145,342,1629,5280,0.4,467.4,233,0.129,39895.57,19.78
2026-04-28,Tuesday,Chrome,Desktop,UK,Organic Search,/contact,1166,883,283,1230,3840,0.6,198.8,164,0.1,32558.2,27.9
2026-04-28,Tuesday,Chrome,Desktop,UK,Organic Search,/home,976,753,223,1028,4373,0.6,493.8,135,0.1,25780.7,26.4
2026-04-28,Tuesday,Chrome,Desktop,UK,Organic Search,/pricing,2997,1992,1006,3053,6427,0.4,379.3,414,0.115,37698.28,11.42
2026-04-28,Tuesday,Chrome,Desktop,UK,Organic Search,/products,1478,894,584,1668,6692,0.6,151.7,220,0.1,47790.9,32.3
2026-04-28,Tuesday,Chrome,Desktop,UK,Paid Search,/blog,1863,1610,253,2108,7078,0.6,291.5,299,0.2,75703.9,40.6
2026-04-28,Tuesday,Chrome,Desktop,UK,Paid Search,/contact,5171,4228,943,5218,10807,0.309,280.3,854,0.2,182307.91,34.89
2026-04-28,Tuesday,Chrome,Desktop,UK,Paid Search,/home,1473,1176,247,1640,4014,0.691,398.0,229,0.2,31728.29,23.69
2026-04-28,Tuesday,Chrome,Desktop,UK,Paid Search,/landing-promo,5109,4086,1024,5340,17252,0.653,486.5,868,0.2,186837.23,37.84
2026-04-28,Tuesday,Chrome,Desktop,UK,Paid Search,/products,2703,2397,306,2878,10465,0.5,499.2,406,0.2,23269.5,8.6
2026-04-28,Tuesday,Chrome,Desktop,UK,Referral,/blog,3322,2552,770,3776,10808,0.3,0.0,475,0.1,44159.9,13.3
2026-04-28,Tuesday,Chrome,Desktop,UK,Referral,/pricing,2520,1919,601,2689,6093,0.4,538.6,310,0.1,45016.5,17.9
2026-04-28,Tuesday,Chrome,Desktop,UK,Social Media,/blog,2757,2133,624,3105,6137,0.7,202.9,172,0.1,21789.1,7.9
2026-04-28,Tuesday,Chrome,Desktop,UK,Social Media,/landing-promo,2858,2247,611,3083,11983,0.6,301.9,178,0.1,12128.7,4.2
2026-04-28,Tuesday,Chrome,Desktop,UK,Social Media,/pricing,1391,1049,342,1595,5506,0.6,404.7,84,0.1,16108.9,11.6
2026-04-28,Tuesday,Chrome,Desktop,UK,Social Media,/products,1359,1180,180,1402,3357,0.6,315.4,103,0.1,27226.5,17.92
2026-04-28,Tuesday,Chrome,Desktop,UK,Unknown,/products,926,714,212,968,4414,0.5,499.8,131,0.1,36017.6,38.9
2026-04-28,Tuesday,Chrome,Desktop,USA,Direct,/about,3757,1597,2160,4090,14428,0.4,313.4,630,0.2,76719.15,18.76
2026-04-28,Tuesday,Chrome,Desktop,USA,Direct,/blog,1476,618,858,1668,1787,0.4,671.4,222,0.2,49720.1,33.7
2026-04-28,Tuesday,Chrome,Desktop,USA,Direct,/contact,2577,1484,1245,2733,10636,0.6,194.1,407,0.2,113666.62,40.71
2026-04-28,Tuesday,Chrome,Desktop,USA,Direct,/home,4189,2020,2169,4376,18248,0.5,420.3,722,0.2,252778.0,60.3
2026-04-28,Tuesday,Chrome,Desktop,USA,Direct,/landing-promo,4627,2057,2570,4645,6666,0.5,485.5,800,0.2,57747.2,12.5
2026-04-28,Tuesday,Chrome,Desktop,USA,Direct,/pricing,554,314,240,564,1774,0.5,288.3,90,0.2,8137.6,14.7
2026-04-28,Tuesday,Chrome,Desktop,USA,Direct,/products,4018,1754,2264,4197,15993,0.6,603.0,666,0.2,166295.6,41.4
2026-04-28,Tuesday,Chrome,Desktop,USA,Email,/contact,3143,1868,1275,3542,12137,0.5,668.0,565,0.2,171696.1,54.6
2026-04-28,Tuesday,Chrome,Desktop,USA,Email,/home,712,311,401,757,2936,0.3,209.8,128,0.2,33292.0,46.8
2026-04-28,Tuesday,Chrome,Desktop,USA,Organic Search,/about,2748,2041,707,2882,6606,0.4,177.2,386,0.1,89048.1,32.4
2026-04-28,Tuesday,Chrome,Desktop,USA,Organic Search,/blog,5192,3736,1831,5435,13561,0.582,421.3,822,0.2,208913.49,39.81
2026-04-28,Tuesday,Chrome,Desktop,USA,Organic Search,/contact,3039,1880,1159,3171,11409,0.305,209.3,493,0.2,152695.27,48.67
2026-04-28,Tuesday,Chrome,Desktop,USA,Organic Search,/home,2225,1606,583,2340,5702,0.497,390.1,351,0.197,84184.62,36.8
2026-04-28,Tuesday,Chrome,Desktop,USA,Organic Search,/landing-promo,2672,2077,579,2962,9547,0.342,342.3,395,0.137,76413.28,28.5
2026-04-28,Tuesday,Chrome,Desktop,USA,Organic Search,/pricing,998,659,350,1039,3126,0.315,228.8,143,0.151,36147.62,35.34
2026-04-28,Tuesday,Chrome,Desktop,USA,Organic Search,/products,1937,1237,700,2119,2851,0.3,536.0,274,0.1,53160.2,27.4
2026-04-28,Tuesday,Chrome,Desktop,USA,Paid Search,/about,2973,2403,570,3307,12592,0.4,572.3,526,0.2,186777.1,62.8
2026-04-28,Tuesday,Chrome,Desktop,USA,Paid Search,/blog,4247,3377,870,4446,17768,0.6,450.5,764,0.2,140840.7,33.2
2026-04-28,Tuesday,Chrome,Desktop,USA,Paid Search,/contact,5430,4118,1313,5787,13934,0.5,402.5,933,0.2,138930.95,25.61
2026-04-28,Tuesday,Chrome,Desktop,USA,Paid Search,/home,4570,3963,608,4642,12336,0.496,595.9,813,0.2,117485.01,25.72
2026-04-28,Tuesday,Chrome,Desktop,USA,Paid Search,/landing-promo,376,313,63,419,726,0.4,317.3,62,0.2,12478.4,33.2
2026-04-28,Tuesday,Chrome,Desktop,USA,Paid Search,/pricing,4866,3956,738,5121,16620,0.57,314.4,877,0.2,116704.92,23.06
2026-04-28,Tuesday,Chrome,Desktop,USA,Paid Search,/products,1470,1299,171,1543,6075,0.485,414.2,246,0.2,54213.25,36.08
2026-04-28,Tuesday,Chrome,Desktop,USA,Referral,/blog,1583,1224,359,1736,3263,0.5,145.2,212,0.1,22060.1,13.9
2026-04-28,Tuesday,Chrome,Desktop,USA,Referral,/contact,1300,1082,218,1398,4078,0.443,206.8,170,0.1,14233.1,9.87
2026-04-28,Tuesday,Chrome,Desktop,USA,Referral,/home,1596,1254,342,1598,6184,0.3,231.9,229,0.1,49843.6,31.2
2026-04-28,Tuesday,Chrome,Desktop,USA,Referral,/landing-promo,1644,1445,199,1714,2787,0.6,454.1,236,0.1,11427.7,7.0
2026-04-28,Tuesday,Chrome,Desktop,USA,Referral,/pricing,2104,1727,377,2128,6573,0.3,418.6,296,0.1,71193.2,33.8
2026-04-28,Tuesday,Chrome,Desktop,USA,Referral,/products,2168,1832,336,2310,4625,0.3,290.5,315,0.1,92472.1,42.7
2026-04-28,Tuesday,Chrome,Desktop,USA,Social Media,/about,1805,1487,318,1895,3537,0.6,363.1,145,0.1,48307.3,26.8
2026-04-28,Tuesday,Chrome,Desktop,USA,Social Media,/blog,570,480,90,579,1049,0.5,190.7,40,0.1,5527.5,9.7
2026-04-28,Tuesday,Chrome,Desktop,USA,Social Media,/contact,2462,1932,529,2535,3152,0.612,181.6,194,0.1,20070.28,10.27
2026-04-28,Tuesday,Chrome,Desktop,USA,Social Media,/home,781,589,192,797,1172,0.6,124.5,69,0.1,16594.6,21.2
2026-04-28,Tuesday,Chrome,Desktop,USA,Social Media,/landing-promo,1344,1188,156,1394,2593,0.6,171.5,118,0.1,28448.1,21.2
2026-04-28,Tuesday,Chrome,Desktop,USA,Social Media,/pricing,2684,2065,640,2682,5113,0.6,279.9,242,0.1,30844.29,10.43
2026-04-28,Tuesday,Chrome,Desktop,USA,Social Media,/products,535,442,93,574,1987,0.7,304.0,45,0.1,6314.1,11.8
2026-04-28,Tuesday,Chrome,Desktop,USA,Unknown,/home,2950,1835,1115,3080,3994,0.6,727.8,455,0.2,74175.4,25.1
2026-04-28,Tuesday,Chrome,Desktop,Unknown,Direct,/about,3261,1596,1665,3652,13503,0.3,285.0,448,0.1,13466.4,4.1
2026-04-28,Tuesday,Chrome,Desktop,Unknown,Direct,/landing-promo,2717,1384,1333,3005,6201,0.6,723.7,405,0.1,22476.5,8.3
2026-04-28,Tuesday,Chrome,Desktop,Unknown,Paid Search,/landing-promo,3673,3299,374,3949,6177,0.4,294.7,605,0.2,147132.4,40.1
2026-04-28,Tuesday,Chrome,Desktop,Unknown,Referral,/about,1484,1206,278,1599,7034,0.5,143.7,220,0.1,18564.0,12.5
2026-04-28,Tuesday,Chrome,Mobile,Canada,Direct,/blog,3047,1957,1090,3322,12951,0.3,221.1,438,0.1,68094.6,22.3
2026-04-28,Tuesday,Chrome,Mobile,Canada,Direct,/contact,3998,1903,2095,4050,16378,0.3,326.5,574,0.1,0.0,0.0
2026-04-28,Tuesday,Chrome,Mobile,Canada,Direct,/home,3446,1595,1851,3958,7362,0.3,201.0,499,0.1,100532.6,29.2
2026-04-28,Tuesday,Chrome,Mobile,Canada,Direct,/landing-promo,2869,1640,1229,3079,9377,0.5,370.7,411,0.1,73782.8,25.7
2026-04-28,Tuesday,Chrome,Mobile,Canada,Direct,/pricing,1902,952,950,2143,3118,0.5,266.4,248,0.1,21973.5,11.6
2026-04-28,Tuesday,Chrome,Mobile,Canada,Direct,/products,2139,1005,1134,2173,10008,0.3,171.3,312,0.1,77036.4,36.0
2026-04-28,Tuesday,Chrome,Mobile,Canada,Email,/landing-promo,2228,1222,1006,2328,2742,0.6,184.3,382,0.2,57977.9,26.0
2026-04-28,Tuesday,Chrome,Mobile,Canada,Organic Search,/contact,4899,3305,1594,4997,10535,0.7,296.2,637,0.1,124546.4,25.4
2026-04-28,Tuesday,Chrome,Mobile,Canada,Organic Search,/home,2427,1794,633,2756,5668,0.5,89.7,330,0.1,72126.4,29.7
2026-04-28,Tuesday,Chrome,Mobile,Canada,Organic Search,/landing-promo,4736,3114,1622,5378,21345,0.5,187.0,627,0.1,159202.6,33.6
2026-04-28,Tuesday,Chrome,Mobile,Canada,Organic Search,/products,2319,1751,568,2609,4325,0.4,141.1,283,0.1,21395.3,9.2
2026-04-28,Tuesday,Chrome,Mobile,Canada,Paid Search,/contact,4588,3675,913,4671,14407,0.8,199.8,735,0.2,66801.7,14.6
2026-04-28,Tuesday,Chrome,Mobile,Canada,Paid Search,/pricing,3634,3212,422,3645,13504,0.6,206.9,579,0.2,96353.9,26.5
2026-04-28,Tuesday,Chrome,Mobile,Canada,Referral,/about,936,799,138,1074,3586,0.57,257.3,117,0.1,15910.81,20.22
2026-04-28,Tuesday,Chrome,Mobile,Canada,Referral,/home,1206,943,263,1308,5364,0.5,250.2,142,0.1,21265.0,17.6
2026-04-28,Tuesday,Chrome,Mobile,Canada,Social Media,/blog,1736,1341,395,1839,6940,0.5,184.2,96,0.1,25052.7,14.4
2026-04-28,Tuesday,Chrome,Mobile,Canada,Social Media,/home,1137,981,156,1284,5398,0.6,127.4,66,0.1,13391.2,11.8
2026-04-28,Tuesday,Chrome,Mobile,Canada,Social Media,/landing-promo,1118,904,214,1233,4249,0.8,157.7,60,0.1,6448.9,5.8
2026-04-28,Tuesday,Chrome,Mobile,France,Direct,/about,2259,1189,1070,2324,9521,0.414,299.8,296,0.1,51256.11,23.12
2026-04-28,Tuesday,Chrome,Mobile,France,Direct,/contact,4545,2665,1880,5186,6643,0.4,309.8,621,0.1,71460.4,15.7
2026-04-28,Tuesday,Chrome,Mobile,France,Direct,/home,2235,929,1384,2284,6942,0.469,114.0,317,0.1,14531.61,7.2
2026-04-28,Tuesday,Chrome,Mobile,France,Direct,/pricing,2583,1643,940,2864,9243,0.4,335.4,323,0.1,14523.2,5.6
2026-04-28,Tuesday,Chrome,Mobile,France,Direct,/products,3644,2201,1443,3687,14042,0.5,99.9,499,0.1,62952.4,17.3
2026-04-28,Tuesday,Chrome,Mobile,France,Email,/blog,1919,971,948,2048,5322,0.6,85.5,308,0.2,31323.2,16.3
2026-04-28,Tuesday,Chrome,Mobile,France,Email,/landing-promo,1834,809,1025,1907,2626,0.3,180.1,279,0.2,31185.8,17.0
2026-04-28,Tuesday,Chrome,Mobile,France,Email,/products,2163,1259,904,2326,3825,0.418,143.7,333,0.2,66083.33,30.52
2026-04-28,Tuesday,Chrome,Mobile,France,Organic Search,/about,2950,2013,937,3044,5884,0.5,48.0,331,0.1,46279.3,15.7
2026-04-28,Tuesday,Chrome,Mobile,France,Organic Search,/contact,3410,2357,1053,3756,15156,0.7,228.7,442,0.1,62319.0,18.3
2026-04-28,Tuesday,Chrome,Mobile,France,Organic Search,/home,323,215,108,329,888,0.5,187.5,37,0.1,6153.9,19.1
2026-04-28,Tuesday,Chrome,Mobile,France,Organic Search,/landing-promo,1730,1109,621,1826,6487,0.6,79.0,209,0.1,26837.8,15.5
2026-04-28,Tuesday,Chrome,Mobile,France,Organic Search,/pricing,1141,726,415,1179,1914,0.6,222.4,148,0.1,7709.8,6.8
2026-04-28,Tuesday,Chrome,Mobile,France,Organic Search,/products,1690,1032,658,1741,6198,0.5,216.7,205,0.1,29195.4,17.3
2026-04-28,Tuesday,Chrome,Mobile,France,Paid Search,/about,943,775,168,1006,2899,0.7,298.9,130,0.1,17816.0,18.9
2026-04-28,Tuesday,Chrome,Mobile,France,Paid Search,/home,2926,2236,690,3198,12189,0.8,282.4,428,0.1,56514.5,19.3
2026-04-28,Tuesday,Chrome,Mobile,France,Paid Search,/landing-promo,3867,3145,722,3938,12450,0.6,202.8,545,0.1,37922.8,9.8
2026-04-28,Tuesday,Chrome,Mobile,France,Referral,/about,3109,2456,653,3328,6031,0.6,175.6,355,0.1,36837.2,11.8
2026-04-28,Tuesday,Chrome,Mobile,France,Referral,/contact,2708,2115,593,2993,4603,0.5,164.7,305,0.1,46698.9,17.2
2026-04-28,Tuesday,Chrome,Mobile,France,Referral,/pricing,1984,1629,355,2132,5828,0.4,231.8,229,0.1,48449.1,24.4
2026-04-28,Tuesday,Chrome,Mobile,France,Social Media,/about,1971,1757,214,2112,8273,0.5,157.4,85,0.0,4160.2,2.1
2026-04-28,Tuesday,Chrome,Mobile,France,Unknown,/contact,567,396,171,618,2053,0.6,243.0,66,0.1,15401.8,27.2
2026-04-28,Tuesday,Chrome,Mobile,Germany,Direct,/about,2264,1074,1190,2370,8960,0.6,133.8,302,0.1,48859.6,21.6
2026-04-28,Tuesday,Chrome,Mobile,Germany,Direct,/contact,2100,897,1203,2279,6259,0.5,171.9,286,0.1,51539.9,24.5
2026-04-28,Tuesday,Chrome,Mobile,Germany,Direct,/landing-promo,554,304,250,601,2179,0.5,65.8,77,0.1,11992.3,21.6
2026-04-28,Tuesday,Chrome,Mobile,Germany,Direct,/pricing,5348,2913,2435,5704,8337,0.5,145.0,772,0.1,85600.8,16.0
2026-04-28,Tuesday,Chrome,Mobile,Germany,Direct,/products,3710,2286,1424,4177,16799,0.4,276.2,524,0.1,0.0,0.0
2026-04-28,Tuesday,Chrome,Mobile,Germany,Email,/pricing,1364,800,564,1524,3665,0.5,236.4,226,0.2,46014.6,33.7
2026-04-28,Tuesday,Chrome,Mobile,Germany,Organic Search,/about,462,337,125,480,1680,0.5,194.0,58,0.1,3918.1,8.5
2026-04-28,Tuesday,Chrome,Mobile,Germany,Organic Search,/blog,1205,888,317,1307,5682,0.6,56.6,167,0.1,18247.3,15.1
2026-04-28,Tuesday,Chrome,Mobile,Germany,Organic Search,/contact,2849,2151,698,3204,13757,0.562,65.4,364,0.1,75831.18,25.81
2026-04-28,Tuesday,Chrome,Mobile,Germany,Organic Search,/home,3576,2566,1010,3852,12514,0.451,121.4,469,0.1,95546.48,26.78
2026-04-28,Tuesday,Chrome,Mobile,Germany,Organic Search,/landing-promo,2263,1729,534,2530,2768,0.4,255.6,305,0.1,50841.5,22.5
2026-04-28,Tuesday,Chrome,Mobile,Germany,Organic Search,/pricing,2514,1856,658,2760,11104,0.5,225.0,338,0.1,20933.7,8.3
2026-04-28,Tuesday,Chrome,Mobile,Germany,Organic Search,/products,3820,2416,1404,4007,11718,0.529,90.4,536,0.1,87097.6,22.09
2026-04-28,Tuesday,Chrome,Mobile,Germany,Paid Search,/about,5689,4840,849,6224,25706,0.8,289.4,931,0.2,127686.6,22.4
2026-04-28,Tuesday,Chrome,Mobile,Germany,Paid Search,/blog,2106,1800,306,2204,9625,0.8,110.6,316,0.2,33514.5,15.9
2026-04-28,Tuesday,Chrome,Mobile,Germany,Paid Search,/contact,4184,3406,778,4446,8928,0.5,225.6,643,0.2,57624.3,13.8
2026-04-28,Tuesday,Chrome,Mobile,Germany,Paid Search,/landing-promo,4729,4134,595,4847,17568,0.6,200.5,742,0.2,0.0,12.3
2026-04-28,Tuesday,Chrome,Mobile,Germany,Paid Search,/pricing,4786,3703,1083,4832,21064,0.5,122.0,723,0.2,166063.3,34.7
2026-04-28,Tuesday,Chrome,Mobile,Germany,Paid Search,/products,5060,4154,906,5464,7887,0.6,122.9,769,0.2,34497.9,6.8
2026-04-28,Tuesday,Chrome,Mobile,Germany,Referral,/about,3145,2404,741,3423,11408,0.6,153.0,386,0.1,54378.6,17.3
2026-04-28,Tuesday,Chrome,Mobile,Germany,Social Media,/about,2310,1798,512,2489,7002,0.6,89.4,116,0.1,28979.6,12.5
2026-04-28,Tuesday,Chrome,Mobile,Germany,Social Media,/landing-promo,564,495,69,644,2593,0.5,115.7,36,0.1,7379.8,13.1
2026-04-28,Tuesday,Chrome,Mobile,Germany,Social Media,/products,3624,2857,767,3689,4551,0.5,0.0,226,0.1,0.0,0.0
2026-04-28,Tuesday,Chrome,Mobile,India,Direct,/about,3731,1931,1800,4075,11048,0.5,361.1,457,0.1,30491.2,8.2
2026-04-28,Tuesday,Chrome,Mobile,India,Direct,/blog,1157,715,438,1306,5040,0.506,236.1,121,0.1,12668.41,10.78
2026-04-28,Tuesday,Chrome,Mobile,India,Direct,/contact,4657,2597,2060,5249,13159,0.7,72.2,564,0.1,0.0,0.0
2026-04-28,Tuesday,Chrome,Mobile,India,Direct,/landing-promo,1505,739,766,1618,5604,0.4,249.0,157,0.1,3863.6,2.6
2026-04-28,Tuesday,Chrome,Mobile,India,Direct,/products,562,320,242,597,1931,0.5,322.6,60,0.1,2444.6,4.3
2026-04-28,Tuesday,Chrome,Mobile,India,Email,/blog,2773,1333,1440,3111,3827,0.6,169.3,384,0.1,40585.0,14.6
2026-04-28,Tuesday,Chrome,Mobile,India,Email,/contact,1874,1009,865,1912,4987,0.3,198.7,253,0.1,13212.3,7.1
2026-04-28,Tuesday,Chrome,Mobile,India,Email,/home,1409,830,579,1612,6444,0.3,210.2,200,0.1,20385.9,14.5
2026-04-28,Tuesday,Chrome,Mobile,India,Email,/landing-promo,1081,687,394,1230,3459,0.5,110.2,144,0.1,4665.2,4.3
2026-04-28,Tuesday,Chrome,Mobile,India,Organic Search,/about,2786,1816,970,2839,9585,0.421,101.2,293,0.1,15869.42,4.65
2026-04-28,Tuesday,Chrome,Mobile,India,Organic Search,/blog,4297,2995,1301,4603,6501,0.51,240.3,472,0.1,33332.75,7.79
2026-04-28,Tuesday,Chrome,Mobile,India,Organic Search,/contact,3238,2174,1064,3268,11020,0.434,253.5,335,0.1,22322.19,8.46
2026-04-28,Tuesday,Chrome,Mobile,India,Organic Search,/home,1622,1118,511,1730,4091,0.317,196.3,166,0.1,15893.17,10.05
2026-04-28,Tuesday,Chrome,Mobile,India,Organic Search,/landing-promo,2059,1297,762,2077,2753,0.66,175.7,212,0.1,12374.87,5.42
2026-04-28,Tuesday,Chrome,Mobile,India,Organic Search,/pricing,4902,3272,1630,5014,20703,0.5,120.1,549,0.1,10052.2,2.1
2026-04-28,Tuesday,Chrome,Mobile,India,Organic Search,/products,870,645,225,955,3764,0.7,245.8,86,0.1,9248.9,10.6
2026-04-28,Tuesday,Chrome,Mobile,India,Paid Search,/about,2113,1737,376,2152,8964,0.7,239.6,267,0.1,12946.2,6.1
2026-04-28,Tuesday,Chrome,Mobile,India,Paid Search,/blog,4785,3816,969,4918,11394,0.59,98.8,591,0.1,29590.22,6.35
2026-04-28,Tuesday,Chrome,Mobile,India,Paid Search,/contact,3254,2520,734,3506,4874,0.5,296.1,446,0.1,48999.8,15.1
2026-04-28,Tuesday,Chrome,Mobile,India,Paid Search,/home,5848,4767,1081,6572,22280,0.8,295.4,810,0.1,61071.8,10.4
2026-04-28,Tuesday,Chrome,Mobile,India,Paid Search,/landing-promo,1343,1210,147,1370,4398,0.583,172.2,163,0.1,13531.58,10.29
2026-04-28,Tuesday,Chrome,Mobile,India,Paid Search,/products,911,782,129,966,2689,0.562,208.9,115,0.1,2916.85,3.26
2026-04-28,Tuesday,Chrome,Mobile,India,Referral,/contact,389,339,50,419,1107,0.6,287.6,36,0.1,913.0,2.3
2026-04-28,Tuesday,Chrome,Mobile,India,Referral,/home,1647,1356,291,1653,6268,0.5,176.1,147,0.1,10658.4,6.5
2026-04-28,Tuesday,Chrome,Mobile,India,Referral,/products,3776,2939,837,4305,14179,0.5,151.6,352,0.1,26621.7,7.1
2026-04-28,Tuesday,Chrome,Mobile,India,Social Media,/about,2775,2177,598,3142,9673,0.8,180.0,65,0.0,2660.8,1.0
2026-04-28,Tuesday,Chrome,Mobile,India,Social Media,/blog,2606,1980,626,2922,11879,0.7,45.4,59,0.0,2671.9,1.0
2026-04-28,Tuesday,Chrome,Mobile,India,Social Media,/home,3087,2351,736,3489,9776,0.6,181.7,142,0.0,14128.6,4.6
2026-04-28,Tuesday,Chrome,Mobile,India,Social Media,/landing-promo,3037,2570,440,3035,5919,0.795,113.7,98,0.0,8634.89,2.83
2026-04-28,Tuesday,Chrome,Mobile,India,Social Media,/pricing,4038,3319,719,4582,6526,0.5,123.5,186,0.0,20445.4,5.1
2026-04-28,Tuesday,Chrome,Mobile,India,Social Media,/products,841,672,169,842,3150,0.6,156.2,27,0.0,1424.1,1.7
2026-04-28,Tuesday,Chrome,Mobile,India,Unknown,/about,2650,1814,836,3041,7862,0.7,101.6,241,0.1,14892.7,5.6
2026-04-28,Tuesday,Chrome,Mobile,Japan,Direct,/about,5013,2279,2734,5121,6292,0.7,70.8,728,0.1,74139.6,14.8
2026-04-28,Tuesday,Chrome,Mobile,Japan,Direct,/blog,3529,2028,1501,3824,16363,0.7,174.1,496,0.1,83728.8,23.7
2026-04-28,Tuesday,Chrome,Mobile,Japan,Direct,/contact,3399,2170,1229,3790,15821,0.6,348.4,525,0.2,58785.1,17.3
2026-04-28,Tuesday,Chrome,Mobile,Japan,Direct,/home,1131,564,567,1190,3292,0.5,309.9,149,0.1,32197.1,28.5
2026-04-28,Tuesday,Chrome,Mobile,Japan,Direct,/pricing,6000,3089,2911,6538,28379,0.5,89.0,942,0.2,0.0,0.0
2026-04-28,Tuesday,Chrome,Mobile,Japan,Direct,/products,816,457,359,878,3282,0.6,277.5,116,0.1,6052.2,7.4
2026-04-28,Tuesday,Chrome,Mobile,Japan,Organic Search,/about,971,593,378,1074,3558,0.5,147.1,133,0.1,18781.4,20.77
2026-04-28,Tuesday,Chrome,Mobile,Japan,Organic Search,/contact,3723,2586,1137,4245,7764,0.5,70.6,526,0.1,39072.9,10.5
2026-04-28,Tuesday,Chrome,Mobile,Japan,Organic Search,/home,3272,2196,1076,3746,6214,0.7,87.0,463,0.1,21163.8,6.5
2026-04-28,Tuesday,Chrome,Mobile,Japan,Organic Search,/landing-promo,859,551,308,907,1938,0.4,189.3,106,0.1,22929.2,26.7
2026-04-28,Tuesday,Chrome,Mobile,Japan,Organic Search,/pricing,1529,1193,336,1747,1839,0.4,151.1,192,0.1,10249.3,6.7
2026-04-28,Tuesday,Chrome,Mobile,Japan,Organic Search,/products,1480,1151,329,1516,3120,0.401,135.4,180,0.1,32280.31,22.37
2026-04-28,Tuesday,Chrome,Mobile,Japan,Paid Search,/about,1012,818,194,1073,2738,0.7,213.1,161,0.2,21794.2,21.5
2026-04-28,Tuesday,Chrome,Mobile,Japan,Paid Search,/blog,4918,3943,975,4918,15602,0.5,192.9,783,0.2,62657.9,12.7
2026-04-28,Tuesday,Chrome,Mobile,Japan,Paid Search,/home,1693,1329,364,1894,5629,0.8,75.0,249,0.1,52337.7,30.9
2026-04-28,Tuesday,Chrome,Mobile,Japan,Paid Search,/landing-promo,2828,2310,518,2913,4629,0.5,51.7,416,0.1,63021.4,22.3
2026-04-28,Tuesday,Chrome,Mobile,Japan,Referral,/blog,1436,1245,191,1477,2570,0.7,245.9,174,0.1,13951.4,9.7
2026-04-28,Tuesday,Chrome,Mobile,Japan,Social Media,/blog,1352,1184,168,1461,2982,0.8,76.2,93,0.1,7699.0,5.7
2026-04-28,Tuesday,Chrome,Mobile,Japan,Social Media,/contact,3000,2403,597,3449,5536,0.6,123.9,155,0.1,18647.1,6.2
2026-04-28,Tuesday,Chrome,Mobile,Japan,Social Media,/home,4212,3238,974,4332,16041,0.5,153.5,268,0.1,49157.0,11.7
2026-04-28,Tuesday,Chrome,Mobile,Japan,Social Media,/pricing,789,703,86,876,1971,0.8,188.0,49,0.1,9823.0,12.4
2026-04-28,Tuesday,Chrome,Mobile,Japan,Social Media,/products,3557,3097,460,3627,10194,0.6,118.2,213,0.1,11948.6,3.4
2026-04-28,Tuesday,Chrome,Mobile,UAE,Direct,/about,4917,2166,2751,5001,12614,0.6,361.4,769,0.2,57949.8,11.8
2026-04-28,Tuesday,Chrome,Mobile,UAE,Direct,/contact,926,547,379,974,3113,0.3,221.3,135,0.1,32299.9,34.9
2026-04-28,Tuesday,Chrome,Mobile,UAE,Direct,/home,768,457,311,806,1076,0.4,246.5,121,0.2,12713.5,16.6
2026-04-28,Tuesday,Chrome,Mobile,UAE,Direct,/landing-promo,1655,1032,623,1889,5649,0.4,286.3,234,0.1,44778.5,27.1
2026-04-28,Tuesday,Chrome,Mobile,UAE,Direct,/pricing,5153,2076,3077,5456,18369,0.5,282.3,796,0.2,71906.9,14.0
2026-04-28,Tuesday,Chrome,Mobile,UAE,Email,/blog,2107,1230,877,2200,7145,0.7,365.0,379,0.2,35301.9,16.8
2026-04-28,Tuesday,Chrome,Mobile,UAE,Email,/products,756,339,417,855,1345,0.4,141.2,131,0.2,9716.5,12.9
2026-04-28,Tuesday,Chrome,Mobile,UAE,Organic Search,/about,418,326,92,464,638,0.7,169.0,61,0.1,8686.7,20.8
2026-04-28,Tuesday,Chrome,Mobile,UAE,Organic Search,/blog,2936,2152,784,3271,12613,0.693,108.9,445,0.165,94013.87,33.62
2026-04-28,Tuesday,Chrome,Mobile,UAE,Organic Search,/contact,2203,1569,634,2397,4774,0.4,98.2,305,0.1,43520.2,19.8
2026-04-28,Tuesday,Chrome,Mobile,UAE,Organic Search,/home,4324,2900,1424,4590,10703,0.6,211.6,610,0.1,129315.7,29.9
2026-04-28,Tuesday,Chrome,Mobile,UAE,Organic Search,/landing-promo,1158,921,237,1255,3181,0.7,203.7,163,0.1,32447.9,28.0
2026-04-28,Tuesday,Chrome,Mobile,UAE,Organic Search,/pricing,4265,3156,1109,4592,15456,0.4,96.4,641,0.2,164361.7,38.5
2026-04-28,Tuesday,Chrome,Mobile,UAE,Organic Search,/products,1858,1236,618,1920,5423,0.693,191.1,255,0.1,48252.37,33.5
2026-04-28,Tuesday,Chrome,Mobile,UAE,Paid Search,/about,4057,3200,857,4501,10425,0.695,70.4,676,0.2,75415.27,16.36
2026-04-28,Tuesday,Chrome,Mobile,UAE,Paid Search,/contact,2832,2329,503,3080,4636,0.6,223.9,456,0.2,41179.2,14.5
2026-04-28,Tuesday,Chrome,Mobile,UAE,Paid Search,/landing-promo,3354,2946,408,3470,4057,0.5,201.8,568,0.2,0.0,0.0
